"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","12.6212309358424","13.5451532330802","13.4729271401111","13.2349584513515","12.8349457375567","12.7767578313743","12.7987707331862","12.9111455363008","15.4949259010057","19.3773903927992","22.0643676024441","21.9965552632597","23.3483313759197","23.4819739059999","23.6105888161624","26.2759089092799","26.3285735324564","26.3166954706115","26.302315150278","23.7671490432172","23.6286145704884","23.6977772135401","23.7554986503501","24.0838893080579","24.4875115412738","24.6715903109009","24.1878496001697","23.9857547374464","23.6748660273942","23.3522156103068","23.1195774000127","23.7280479464124","24.0835711175585","24.3966180623117","24.8617625861119","24.8464753703484","25.0861183922179","25.2058630333687","25.3854841956294","","","","","","","","","","","",
"Australia","AUS","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","71049.0464539823","71299.3878175415","78476.612437858","71135.545963678","75657.3543014384","81516.0752020198","86607.2786126363","81711.8621218653","72367.1028167778","75951.2489084737","77142.6633522298","66259.1158895065","72806.3212206899","64423.4129404252","65651.0023885518","76341.8398230577","71804.9599669877","66154.2432412696","67192.3486717869","70496.747557135","75606.9226824797","77774.2536413206","73224.7238751644","69830.5553638986","79460.8040061952","69627.4763159079","71201.5300621632","74225.001390928","72866.1851401961","77246.2065312513","78559.770422243","82927.6501679043","75267.5782905758","67772.4173031782","74592.336045445","70127.5415644334","68703.2032740273","78770.1626010523","69460.8369059702","","","","","","","","","","","",
"Austria","AUT","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","4712.42918806636","4790.85245581449","4760.49542295795","4810.31905653201","4945.58471520474","4934.70346123393","4891.35388068019","4949.2928211741","4994.42544467434","5103.54174604532","5075.16211487334","4997.78169285908","5080.3015530233","5106.82708920524","5216.56735899521","5278.92492589384","5233.16577164849","5179.35591470616","5060.67512196249","4955.28093534392","4974.44566463912","4922.48305581534","4893.77542589553","4928.25049489752","4727.97555581491","4677.5800194488","4633.89277891755","4556.46318964526","4515.37439984596","4509.50213642168","4434.43364667119","4366.56132385199","4313.62129262146","4220.45286710315","4169.28300418042","4138.79312941571","4084.3663609526","4035.73872460559","3983.26354554165","","","","","","","","","","","",
"Azerbaijan","AZE","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","3526.22239914287","3660.68094608606","3737.67038233547","3775.20543581364","3869.46931876225","3970.7373622035","3962.86369103916","3944.33805208766","3982.76679031442","3991.92494296813","4001.39876580048","3966.7548563084","3971.64595885009","3997.57501911231","4081.33004648915","4112.80660583953","4166.86072387152","4215.762970171","4167.31862415327","4225.60427677685","4259.21212439852","4156.72976939916","3922.67822621547","3643.0664451046","3374.34259681462","3379.8571007031","3464.8839869627","3658.99403237493","3839.04266204396","3990.22429350872","4123.991894508","4274.50387673951","4468.19678805872","4676.25036120932","4825.83734370646","4981.66970211779","5132.7832009106","5286.05959699792","5438.79097371494","","","","","","","","","","","",
"Burundi","BDI","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","604.360260240591","604.853802058811","643.476899023635","674.018797409937","683.74307712055","705.13610603471","701.036174193576","705.383160479908","706.040712173378","722.324063725549","576.903927586456","455.756391874656","452.84077977426","452.017369970298","467.703216471761","423.704569304536","506.791921699411","484.561747232996","490.164840397165","490.308414671362","514.126622263334","522.443365822124","540.109281347647","545.531394476599","487.014796458183","428.020849682607","409.312361457971","392.330376983494","397.676376424661","413.892120371707","391.517531524165","396.89192657954","404.577434794416","375.54527156787","441.306552692748","458.304205161454","498.413703316077","526.625607139645","560.978566599482","","","","","","","","","","","",
"Belgium","BEL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","5298.56700394619","5380.4974450889","5318.19866467264","5519.46902545297","5803.03197647048","5778.60597251792","5672.2251013137","5712.1231865596","5760.94826903764","5858.14362110493","5893.73764952858","5920.7178515806","5897.48263619213","6011.30721183435","6123.33175336742","6166.97805968854","6185.12529347647","6333.91171707811","6291.51292754147","6364.95478125302","6635.13986953028","6732.97561410702","6732.24694736199","6703.94321985107","6660.95150384648","6738.68145234862","6776.77208954172","6473.00555400306","6408.32068088386","6730.74063563797","6530.32000101116","6434.63161175074","6156.4388972593","5902.82357398905","5830.64154462851","5702.51242629779","5635.32329943608","5580.57172463147","5517.75692953664","","","","","","","","","","","",
"Benin","BEN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","1169.87595032715","1154.57317158272","1186.26574342725","1330.41990143209","1055.17241281029","1184.39045673993","1237.15545169177","1416.60021250011","1253.69780821021","1352.14258830526","1662.88150729198","1454.0285513956","1646.6091401379","1597.68011543005","1606.81934467518","1519.86844552637","1406.00812333432","1458.59089909322","1389.73279480333","1483.61115268214","1853.25889460984","1548.457116305","1751.4203135503","1649.42102003522","1756.01143491026","1758.67070938389","1879.34234552297","1930.82472822336","2078.22310615395","1910.86448067425","2086.5672582013","1898.93645346969","2088.43527796367","1844.79114183053","2127.03737225527","1989.4282353036","2059.38799281241","2558.58110533203","3248.02010743243","","","","","","","","","","","",
"Burkina Faso","BFA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","3191.68732537107","3153.3121859664","2938.5636116731","2834.77272712352","2625.42034866042","2750.42609644715","2869.38200320745","3056.66884715959","2999.57925477108","3218.69281464166","3546.50757904952","3466.80421937073","3710.44344087835","3697.81839795731","3799.38117191199","4173.96498310477","4276.65068598633","4421.68573811177","4466.75295928757","4669.21553681377","5136.66258368015","4991.76961463911","5360.84471868121","5445.73031995799","5637.47307005983","5998.67696025035","6190.72511022362","6456.91072244579","6596.2267676535","6839.07471344719","7206.35631521153","7503.35707059872","7532.68247314889","7876.09781320491","8286.59590158272","8624.0910081088","8830.89677043748","9683.17516880808","9553.50907485042","","","","","","","","","","","",
"Bangladesh","BGD","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","81572.5201803615","76564.168745181","77876.6163440905","78122.997863639","77092.5145132634","79843.0258595613","76920.3978161743","77250.1051314669","79121.8549686121","79763.2577066355","74167.3831612544","74789.3059198574","74782.8223946315","69385.389506992","71248.61881164","71899.9219577919","72440.6735848976","70306.0185850673","69281.5291876047","70355.9566412052","69366.2518711452","67762.3071203496","67309.7373170654","65460.552752038","65087.9002206594","64844.4393328502","65461.495772066","65620.8892597395","63570.0470236348","65794.570866011","65729.3045548861","65752.8416206942","66865.4961154493","66844.6512857101","64924.5401471171","66530.3106224919","66366.0110951755","67098.4892881431","67372.9542041387","","","","","","","","","","","",
"Bulgaria","BGR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","4706.22399026606","4891.95777054356","5169.63831384563","5238.95427641193","5248.01377950948","5524.20019263801","5794.61717143039","5818.25589017694","5910.46917712479","6008.52855816608","6123.31341803369","6148.15516990283","6252.04279276531","6241.14324546612","6303.58398295074","6118.65565519158","5952.7981747783","5909.0052908007","5761.09774506301","5679.25914861034","5499.03899010906","5081.25780473543","4400.38159251071","3370.54806484491","2702.2248143667","2446.54461327789","2447.11290361013","2266.14009331098","2274.6010202215","2397.61277421182","2359.82213920312","2146.10397706114","2006.77959379217","2134.6077438155","2157.03712863751","2055.47030116689","2028.7357883863","1975.68030546102","1942.48820575593","","","","","","","","","","","",
"Bahrain","BHR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","6.3136068870704","6.53524809766148","7.10003098347639","7.65832404326337","6.86480314357313","6.99157317891917","7.16694025496799","7.52120516625221","7.66570652070836","8.57171231406551","8.48853330684476","8.3799704889214","8.99748416662477","9.27135333402324","9.73537107322582","11.3210278181359","12.4859815603323","13.8463984201705","17.1933221113047","19.4206571430103","19.5020580668558","18.7084339012218","19.1573135873264","18.810669350895","18.134412510726","16.6922143808117","17.5662987857603","17.1484995254862","17.5623067950581","18.0235830486031","18.5497330124026","16.8367515981725","22.7875456936706","19.3267249909845","17.2778020715713","17.4644746692419","16.8582955144916","16.649917492045","16.2426294522436","","","","","","","","","","","",
"Bahamas, The","BHS","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","9.01882028942589","8.79631754917894","8.54984592816226","8.12303800386134","6.13547312572666","5.88036205507701","5.88444077421819","5.49276822196291","5.01443443942801","4.85090132486103","4.74003661395171","4.76399856383926","4.6976490188399","4.61666061059957","4.68844984796538","4.66771390868588","4.63170083492595","4.47093356239657","4.42103961187254","4.54274800297025","4.55801064560615","4.22569374816481","4.16172800657699","4.09690325565409","3.99259557932702","4.25422587974711","4.6145225384648","4.41202526452243","4.83069885348157","3.65287082901091","4.12562021076081","4.29241504048033","4.08509345249714","4.3452766687317","4.48215319043578","4.48215319043578","4.24713243689056","4.28293296359741","4.33415428306955","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","1715.36378525948","1741.44566097212","1728.52361924895","1771.40305496245","1863.72887423346","1920.00257577503","1881.84412095006","1845.69992750117","1833.17662152926","1819.26014523402","1800.12549176688","1812.77128532906","1807.56623482794","1778.68092229261","1781.64500856282","1750.99683664998","1699.95784138414","1707.45098611491","1662.66612487801","1620.87002805236","1604.46515503288","1548.14738988288","1349.57015988543","1316.69034892859","1120.57307803581","1026.32612324182","828.96822444138","865.675856604999","942.363211405354","983.550335720711","996.738250284297","960.916174834727","1008.29142177706","1045.3057979832","1121.13347136292","1161.32511097255","1205.69344719396","1239.68381650316","1279.59099590656","","","","","","","","","","","",
"Belarus","BLR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","10283.7161559299","10819.050143476","11176.7758649637","11446.3063209191","11814.5986973352","12190.9122046845","12252.1274361862","12324.729477006","12571.02194522","12723.8670094072","12816.4824975474","12876.3739305555","13076.3424826409","13345.5171533119","13612.5039755123","13870.3682865957","14010.8392057962","14319.1006914542","13978.9180828617","14180.7907373022","14272.1500555565","13720.8334537362","12967.1065290406","12132.6203352696","11282.157407973","10326.7783569058","9693.76618683753","9409.83293768829","9329.25282141554","9008.71233288072","8361.47568231425","8290.76409211185","8068.45604664574","7920.08665212373","7926.06926359316","8148.76081787245","8193.40220984851","8222.4831412823","8253.06933430644","","","","","","","","","","","",
"Belize","BLZ","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","61.1053035099927","72.5962965886621","75.5281542567997","77.2050706954639","87.8993336659736","91.413967210082","88.6148149327449","91.239886553019","89.4226617558451","101.089499716128","96.7272444863581","92.2438059323206","108.107269941019","91.3253359290534","94.8715322904909","92.6197390812577","93.3442178932405","98.6884111045105","101.204909405525","105.87470257886","114.052202614673","124.005012412696","124.04458144906","119.406603125133","118.960800383163","98.0586249450503","101.764546636398","96.1203302380448","90.5509673670812","99.1152694352272","96.6618421619213","94.7374932299401","99.8611793749735","109.167925941783","101.075448927738","108.927067285187","109.420315065982","109.643573482412","108.938240707345","","","","","","","","","","","",
"Bermuda","BMU","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","1.81331059827305","1.87911835621352","1.75506677457347","1.58731298379697","1.23008989618475","1.25719692917987","1.3023154640869","1.33863828107108","1.35950991652205","1.51378082489133","1.68697930457025","1.70837321979722","1.6761899835007","1.62182235016434","1.51827467237022","1.39431713860063","1.18728771040366","1.34898324438257","1.37997881941303","1.66620451034527","1.68116751624326","1.70758333236","1.63336658922018","1.51582175336161","1.55309520804337","1.50628655021674","1.44805449011444","1.44787103806458","1.46155327154529","1.47460697902695","1.48260226617062","1.48823351341826","1.51475319195464","1.50089617422731","1.44677106926007","1.44680884466814","1.42085599467794","1.40795520345954","1.38843741922735","","","","","","","","","","","",
"Bolivia","BOL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","7638.40890105529","5962.85814021513","7027.61526997243","6275.74703985234","7091.21594309416","7926.95809672424","8997.48577395936","7892.4666666398","9593.92346881233","10304.7446624475","10867.1164413757","9938.6873905164","10177.8410500997","11246.8321717614","9559.25015557772","10343.1264176942","9926.28174151992","11370.8733297747","10474.0974077396","10595.1391739891","11446.506476395","11113.2702919464","11740.7969838206","12290.4050181737","10409.9218494463","11118.2680880681","11534.856531629","11749.0873690245","10540.6116136971","12338.1146906819","10611.0587802436","10400.6657613273","10499.639598761","10022.5718573684","10525.65434993","10417.1707120847","9913.24790256715","10022.1922760551","10148.8025440659","","","","","","","","","","","",
"Brazil","BRA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","126426.68994488","123039.212885306","130687.117914032","131433.204276234","138376.956880129","144423.221151313","160831.360086477","160137.246939449","161237.196841558","164248.045563711","178343.645257861","179450.108088937","182728.549770441","182115.250709466","183090.131792761","184605.474666271","192176.581320067","201195.927306403","201865.828571732","206009.151935758","209548.16538295","220055.865807697","230681.181202529","238006.976633004","241140.155425383","253110.208979081","244335.586141214","245648.022188653","251275.352437731","247020.042820045","245526.101670557","258561.473818476","271907.790543556","282633.414705733","299045.890692919","302675.36265371","302080.482937158","308631.68297679","315949.829233674","","","","","","","","","","","",
"Barbados","BRB","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","41.6813592217932","41.1653865485637","38.7529354907285","39.5748331022192","36.6245665909959","31.1854412967284","31.9702901926423","33.0009333733611","34.7611674167268","36.3330914919167","38.9256404726949","38.3998595510672","35.9985189073705","35.9174275860313","36.8649841914541","36.2746620549921","39.588358823779","40.9730860724742","43.6858753574914","51.8352906186617","53.8487328904825","53.1672801548776","52.5659526176433","48.6914214656087","48.6558849425044","47.7058710243136","48.9994886765392","36.6284100801969","35.4789337743455","34.7631836733568","39.6310572584547","26.2729580336912","25.6681755567106","24.6531058581915","18.2534128024356","21.029546149913","18.9633703661476","19.796036048203","19.1500967327619","","","","","","","","","","","",
"Brunei Darussalam","BRN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","53.6730917347987","46.2771305735987","43.7346099604532","43.1589791939152","52.1671433570247","51.3547326530317","49.7250974323418","43.1581684907286","39.7165339379642","38.4530257180804","36.495813903297","33.7891742010014","30.9496127803709","30.3734527464675","33.0373877132855","24.3615937944074","14.9017205175627","17.8814382373488","18.7275828050028","18.4105335908389","12.5193081130606","13.0011881969703","13.9432372713922","10.476996826779","11.6526143198922","10.4704494534264","10.6552395835957","13.4665570293207","13.935961525332","15.1687022991217","15.2900154199092","16.7004860652353","15.8653670609199","17.8817297544533","15.5473977196419","14.0573586568125","13.8853326912717","14.2203912776764","14.296399952094","","","","","","","","","","","",
"Bhutan","BTN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","369.325161869564","375.424212159375","381.594944572919","387.164391454577","392.836667424365","399.195814819451","406.279428424916","412.324984906013","418.863915183943","424.42945556838","431.824181772394","434.456467810922","449.241677678958","464.669422329104","478.426446329189","497.447412326133","512.89147605338","532.077061003097","464.906164461747","463.25146885136","471.540173841388","456.363096096236","433.113199839182","430.919176582934","439.481903450587","475.553763692876","461.841643408155","459.165734817329","455.889527820258","468.798673902066","305.180286381508","306.009537028896","393.948716966521","313.854375723427","403.621687146433","407.957205973183","453.898894451563","479.178342030806","514.902629033818","","","","","","","","","","","",
"Botswana","BWA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","4950.72771330781","3004.29898810082","3489.52578918217","3770.35897445389","3602.70019137001","4326.34922763865","4259.09389825065","4859.16300151089","4789.65620445508","5743.34492047566","5037.40764856821","4583.32899853728","4955.54719883405","4750.64018107841","3801.74218952335","3653.88899660373","3497.6633925399","4489.30932417164","3585.07532766959","4095.4949403031","5471.88292007248","4268.7135762475","6000.14146825357","3383.05515045228","4145.28684933925","4720.28800614019","3905.50930744791","3784.58060278903","3094.08469156477","3402.67882386209","3234.45164963314","4342.87427795434","4941.14496431129","3628.07627014852","3674.55510409501","3851.06156991585","3085.89208220584","3174.11308651419","3096.77641306827","","","","","","","","","","","",
"Central African Republic","CAF","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","22482.0971422442","21364.3167266597","20833.0461263033","23722.6689937769","15156.3514250969","17464.8830620223","18645.7570831888","24489.3574452213","18260.4668652798","21446.4816206436","30172.6735121979","22157.6185054602","28008.8371671533","24744.7444069864","24106.7366460772","20135.8435070463","20784.9995499138","22526.2504951025","19711.9987659006","23247.6133294823","33077.9020589693","22351.2698734917","28720.3631894993","25307.4329482323","24824.3160378988","29519.3401216357","28478.3971459545","29151.0555582141","16606.1872128358","18790.5785171248","20168.5742200259","26644.4737323732","16444.1943083074","19608.1523292803","18412.8202358841","19676.2990520253","69929.8317658429","112244.692982049","74004.0179420572","","","","","","","","","","","",
"Canada","CAN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","0","18899.8330790936","19006.9276001316","19188.4375327959","19375.1433167904","19758.2043529681","20180.5429084058","20023.5256631816","19571.7331688335","18934.7000369755","18759.470533687","19458.8288883269","19582.5001892647","19578.5248032758","19108.0224975347","18942.9431661645","18624.9723546993","18143.7572154241","17903.5616132219","18311.2323217295","18690.4851531973","18925.8700930963","18975.5097012475","19691.9276872449","19805.0088102601","20177.8753588789","21375.9295877498","22467.8461773752","22618.3769569992","22857.4012401154","23057.4296498196","23318.1984205838","23997.1100427547","24367.7593391607","24168.365210188","25591.4242277676","26137.6495715704","27234.6236049094","27969.151145899","28900.2416555098","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","","","","","","","","","","","64535.7988119485","66922.3496251891","68950.8919159469","71646.4192928608","74429.4164609683","75910.9884851093","75525.6197802104","77099.181307816","78250.9303549429","79234.9429384987","78711.1273840239","77684.7572811842","78444.3375668983","77796.8288267001","79953.5225196249","80184.3058158247","78409.718734598","77823.7571311466","76917.9197107599","77379.9457576391","75106.8230105729","69154.6286626498","61941.5917331269","53610.502718441","49193.884316302","45843.9814381856","45259.3113941244","44930.452481817","43307.434342352","41993.6525486257","40115.0052655705","39113.3194155535","38530.7505839356","39708.0394067764","39769.1825781062","39956.6467266258","39658.0448324449","39468.9743994768","39272.4467153465","","","","","","","","","","","",
